10;80;1;6;1.5708;4.71239
14;80;2;14;1.5708;4.71239
18;80;3;22;1.5708;4.71239
22;80;4;30;1.5708;4.71239
26;80;5;38;1.5708;4.71239
30;80;6;46;1.5708;4.71239
34;80;7;54;1.5708;4.71239
38;80;8;62;1.5708;4.71239
42;80;9;70;1.5708;4.71239
46;80;10;78;1.5708;4.71239
50;80;11;86;1.5708;4.71239
54;80;12;94;1.5708;4.71239
58;80;13;102;1.5708;4.71239
62;80;14;110;1.5708;4.71239
66;80;15;118;1.5708;4.71239
66;80;0;118;1.5708;4.71239
66;24;1;6;-3.14159;0
66;28;9;7;-3.14159;0
66;32;17;8;-3.14159;0
66;36;25;9;-3.14159;0
66;40;33;10;-3.14159;0
66;44;41;11;-3.14159;0
66;48;49;12;-3.14159;0
66;52;57;13;-3.14159;0
66;56;65;14;-3.14159;0
66;60;73;15;-3.14159;0
66;64;81;16;-3.14159;0
66;68;89;17;-3.14159;0
66;72;97;18;-3.14159;0
66;76;105;19;-3.14159;0
66;80;113;20;-3.14159;0
66;80;113;0;-3.14159;0
66;80;113;21;0;3.14159
66;84;105;20;0;3.14159
66;88;97;19;0;3.14159
66;92;89;18;0;3.14159
66;96;81;17;0;3.14159
66;100;73;16;0;3.14159
66;104;65;15;0;3.14159
66;108;57;14;0;3.14159
66;112;49;13;0;3.14159
66;116;41;12;0;3.14159
66;120;33;11;0;3.14159
66;124;25;10;0;3.14159
66;128;17;9;0;3.14159
66;132;9;8;0;3.14159
66;136;1;7;0;3.14159
66;80;16;118;-1.5708;1.5708
70;80;15;110;-1.5708;1.5708
74;80;14;102;-1.5708;1.5708
78;80;13;94;-1.5708;1.5708
82;80;12;86;-1.5708;1.5708
86;80;11;78;-1.5708;1.5708
90;80;10;70;-1.5708;1.5708
94;80;9;62;-1.5708;1.5708
98;80;8;54;-1.5708;1.5708
102;80;7;46;-1.5708;1.5708
106;80;6;38;-1.5708;1.5708
110;80;5;30;-1.5708;1.5708
114;80;4;22;-1.5708;1.5708
118;80;3;14;-1.5708;1.5708
122;80;2;6;-1.5708;1.5708
126;80;1;6;1.5708;4.71239
130;80;2;14;1.5708;4.71239
134;80;3;22;1.5708;4.71239
138;80;4;30;1.5708;4.71239
142;80;5;38;1.5708;4.71239
146;80;6;46;1.5708;4.71239
150;80;7;54;1.5708;4.71239
154;80;8;62;1.5708;4.71239
158;80;9;70;1.5708;4.71239
162;80;10;78;1.5708;4.71239
166;80;11;86;1.5708;4.71239
170;80;12;94;1.5708;4.71239
174;80;13;102;1.5708;4.71239
178;80;14;110;1.5708;4.71239
182;80;15;118;1.5708;4.71239
182;80;0;118;1.5708;4.71239
182;24;1;6;-3.14159;0
182;28;9;7;-3.14159;0
182;32;17;8;-3.14159;0
182;36;25;9;-3.14159;0
182;40;33;10;-3.14159;0
182;44;41;11;-3.14159;0
182;48;49;12;-3.14159;0
182;52;57;13;-3.14159;0
182;56;65;14;-3.14159;0
182;60;73;15;-3.14159;0
182;64;81;16;-3.14159;0
182;68;89;17;-3.14159;0
182;72;97;18;-3.14159;0
182;76;105;19;-3.14159;0
182;80;113;20;-3.14159;0
182;80;113;0;-3.14159;0
182;80;113;21;0;3.14159
182;84;105;20;0;3.14159
182;88;97;19;0;3.14159
182;92;89;18;0;3.14159
182;96;81;17;0;3.14159
182;100;73;16;0;3.14159
182;104;65;15;0;3.14159
182;108;57;14;0;3.14159
182;112;49;13;0;3.14159
182;116;41;12;0;3.14159
182;120;33;11;0;3.14159
182;124;25;10;0;3.14159
182;128;17;9;0;3.14159
182;132;9;8;0;3.14159
182;136;1;7;0;3.14159
182;80;16;118;-1.5708;1.5708
186;80;15;110;-1.5708;1.5708
190;80;14;102;-1.5708;1.5708
194;80;13;94;-1.5708;1.5708
198;80;12;86;-1.5708;1.5708
202;80;11;78;-1.5708;1.5708
206;80;10;70;-1.5708;1.5708
210;80;9;62;-1.5708;1.5708
214;80;8;54;-1.5708;1.5708
218;80;7;46;-1.5708;1.5708
222;80;6;38;-1.5708;1.5708
226;80;5;30;-1.5708;1.5708
230;80;4;22;-1.5708;1.5708
234;80;3;14;-1.5708;1.5708
238;80;2;6;-1.5708;1.5708
242;80;1;6;1.5708;4.71239
246;80;2;14;1.5708;4.71239
250;80;3;22;1.5708;4.71239
254;80;4;30;1.5708;4.71239
258;80;5;38;1.5708;4.71239
262;80;6;46;1.5708;4.71239
266;80;7;54;1.5708;4.71239
270;80;8;62;1.5708;4.71239
274;80;9;70;1.5708;4.71239
278;80;10;78;1.5708;4.71239
282;80;11;86;1.5708;4.71239
286;80;12;94;1.5708;4.71239
290;80;13;102;1.5708;4.71239
294;80;14;110;1.5708;4.71239
298;80;15;118;1.5708;4.71239
298;80;0;118;1.5708;4.71239
298;24;1;6;-3.14159;0
298;28;9;7;-3.14159;0
298;32;17;8;-3.14159;0
298;36;25;9;-3.14159;0
298;40;33;10;-3.14159;0
298;44;41;11;-3.14159;0
298;48;49;12;-3.14159;0
298;52;57;13;-3.14159;0
298;56;65;14;-3.14159;0
298;60;73;15;-3.14159;0
298;64;81;16;-3.14159;0
298;68;89;17;-3.14159;0
298;72;97;18;-3.14159;0
